,,
رقم الصنف,اسم الصف,الوحدة
271286,معمول اصابع تمر مغطس بالشوكلاتة بيضاوي,حبة
271287,علك ون ادمس طبيعي 30قطعه,حبة
271288,معمول تمريتا باكت 320 جرام منوع,كيلو
271289,سكاكر ان دي 1ك*10,كيس
27129,معمول فرط  رقم 1,كيلو
271290,بسكويت الزبدة -ريتاج الغلا  فايا 12 ح,باكت
271291,بسكويت دجيستيف بدون سكر 250جم,حبة
271292,مكفيتز دجيستيف ميني 10*60جم,حبة
271293,اولكر بسكويت كاكو 12*12*70جم,حبة
271294,بسكويت كريمة الفنيلا 12*16*27جم ديمة,حبة
271295,بسكويت بالتمر منوع 6*24*63جم,حبة
271296,بسكويت ماكس حشوة البندق 12*12*25جم,حبة
271297,بسكويت كريمة الفانيلا ابيض واسود 12*16*27جم,حبة
271298,حلوى بقر بولندي 40*200جم,كيس 200جم
271299,ديمة كراكري مالح 12*12*24 جم,حبة
27130,حلقوم راحه ساده علب شد20,حبة
271300,حلاوى بوش منوع 12*30*10جم,حبة
271301,حلوى جيلي شكل قلم 10*30*10جم,حبة
271302,ويفر بعده نكهات وردة الحلويات 30*105جم,حبة
271303,يفر فايبر مثلث عدة نكهات 24*24*6جم,حبة
271303,يفر فايبر مثلث عدة نكهات 24*24*6جم,حبة
271304,ويفر مثلث محشي عدة نكهات15*24*16جم,حبة
271305,مصاص معى سائل حامض 8*12*20جم,حبة
271306,زد كاندي صندوق دوار 6*8*90جم,حبة
271307,حلاوى مروحة عروسة 6*18*3جم,حبة
271308,حلاوى مروحه عدة اشكال 6*12*3جم,حبة
271309,حلوى مصاص عدة نكهات 12*24*33جم,حبة
27131,يونكرز بالفول والكراميل 24*12*35جم,حبة
271310,حلاوى مصاص مع بودرة 8*12*25جم,حبة
271311,شوفان دبل رول منوع 10*30*13جم,حبة
271312,بسكويت اصابع بالشوكلاتة 20*30*12جم,حبة
271313,ويفر فايبر شوكلاتة 20*24*16جم,حبة
271314,اصابع بسكويت بالشوكلا منوع 6*20*36جم,حبة
271315,كليجا ام صالح منوع 450جم,حبة
271316,معمول فاخر فن لولي *12,حبة
271318,حمص العزيمة زجاج 250جرام,حبة
271319,كليجا ام صالح  منوع ( كراميل + دبس + عسل )  1100 جم,حبة
271322,مكسرات الارز نوسيز عدة نكهات,كيس
271323,كليجا ميني بالعسل معمول بنتي علبة حديد,حبة
271324,غندور علكة خالي من السكر12*20,حبة
271325,لبان بلونة عدة نكهات 28*20*14.4غندور,حبة
271326,شيتوس كرنشي حار نار منوع20*125جم,حبة
271327,حبوب الارز اليوميه24*24 -15جم,حبة
271328,معمول قرمشني  صغير شد 24,علبة
271329,جولن كراكر ميني بايتس علب 12*250جم منوع,علبة
271330,جولن ميني كوكيز بالشوكلا خالي من الجلوتين12*200جم,حبة
271331,فيدال جيلي ميجا منوع 14*90جم,حبة
271332,لبان مينتوس 3 دي منوع  12*15*8.5جم,حبة
271333,جيلي شريط نكهات 12*36*20جم,حبة
271334,جيلي شريط تايلندي نكهات منوع 8*30*28جم,حبة
271336,فيدال جيلي ميجا فراولة 12*160جم,حبة
271337,كعك حلا وهنا علب 300 جرام,علبة
271338,بسبوسة صحن كبير حلا وهنا,حبة
27134,ويفر هيرو ستار,حبة
27137,هدايا العيد قرقعان,حبة
27138,حلاوة ايطالي شد 5 كيلورقم 1,كيلو
27139,معمول الفاخرات بدون سكر سطل  شد 12,حبة
27142,سمسم الصفوة علب عدد 24,حبة
271444,شوكولاه حلا دبي,حبة
271445,ديمة بسكويت جليكوز 12*12*40جم,حبة
271446,بطاطس ليز 27*21جم منوع,حبة
271447,رهايف كليجا ساده ريتاج الغلا 8 حبات,حبة
271448,بسكويت داجستيف ساده كبير 20*500جم,حبة
271449,تسالي جبنة وكاتشب منوع 5*21*16جم,حبة
271449,تسالي جبنة وكاتشب منوع 5*21*16جم,حبة
27145,حلقوم عال فستق -من و سلوى,كيلو
271450,قرص عمر الممتاز,حبة
271451,توفي اولكر بالمستكه 1 كيلو * 5,حبة
271452,البيني مغطى بالشوكلات,حبة
271453,مكفيتز داجيستيف ابيض 24*232جم,حبة
271454,نابولتين دارك شوكولاته 16*10*30جم,حبة
271455,سريريز 6*24*21جم,حبة
271456,دوليكس رول فانيلا 18*10*24جم,حبة
271457,مكفيتز داجستيف 14*133جم,حبة
271458,حلوى هولز احمر 12*20*22.4جم,حبة
271459,بطاطس حار سبايسي نونغشيم 20*75جم,حبة
271460,بطاطس كراكير نونغشيم 20*75جم,حبة
271461,بطاطس هوني شيبس نونغشيم 20*75جم,حبة
271462,بطاطس تاكو نونغشيم 20*75جم,حبة
271463,علق بوش فقاعية,حبة
271464,بسكويت سمسم ديمة 8.12*75جم,حبة
271465,بسكويت نخالة ديمه ديجستيف 24.340جم,حبة
271466,بسكويت نخالة ديجستيف لايت 24*340جم,حبة
271467,بسكويت ديمه نايس 12*12*40جم,حبة
271468,بسكويت نيو كريمة الفانيلا 12*16*30جم,حبة
271469,بسكويت ديمة بالقهوة 1*12*40جم,حبة
271470,بسكويت ديمة كريمة الموز 12*16*27جم,حبة
271471,ديمة ميني بير كيك بالشكولاته 12*12*30جم,حبة
271472,ميني معمول الشالكي شد 36 علبه  ( شموع الماضي ),علبة
271473,زبدة فويل نادك 200جم رقم 618,حبة
271474,شيتوز اعواد جبنة وكاتشب 5*14*30جم,حبة
271475,ليز حار نار سيرتشا 1*20*45جم,حبة
271476,كيك التمر المراعي 28جم,حبة
271477,بسكويت حشوة التمر منوع 24 *126جم ديمة,حبة
271478,معمول تمر عادي ديمة 12*16*16جم,حبة
271479,رقائق عجينة سنبوسة غوار منوع,حبة
271480,فروت رينجز وفليكس منوع,حبة
271481,فروت رينجرز منوع+حلاوة سوس طريه,حبة
271482,بوكس تارت لارج غرتاف,حبة
271483,بوكس حلا الترافلز غرتاف,حبة
271484,بوكس حلا تريانقلز غرتاف,حبة
271485,بوكس حلا شوكو بيري غرتاف,حبة
271486,بوكس حلا طبقات الجوزاء غرتاف,حبة
271487,بوكس حلا غرتاشيو غرتاف,حبة
271488,بوكس مسخن كلاسيك غرتاف,حبة
271489,بوكس ميني تارت غرتاف,حبة
271490,بوكس ورق عنب التوفير غرتاف,حبة
271491,بوكس ورق عنب كلاسيك غرتاف,حبة
271491,بوكس ورق عنب كلاسيك غرتاف,حبة
271492,ويفر كوكو روكو 12*20*25جم,حبة
271493,مصاص فواكة 4*40*30جم,حبة
271494,حلاوة مروحة زرافة 24*3جم,حبة
271495,ليز حار نار سيرتشا 1*20*170جم,حبة
271496,شيتوس حار نار سيرتشا 20*40جم,حبة
271497,شيتوس حار نار سيرتشا 18*140جم,حبة
271498,هالي ميني جوز الهند 6*24*66جم,حبة
271499,مكفيتز شوكلاته ديجستيف 16*8*100جم,حبة
271500,بسكويت ماريا محلى بدون سكر جولن زيرو 10*400جم,حبة
271501,جولن زيرو بسكويت ديجستيف 12*245جم,حبة
271502,معمول اساور سليف,حبة
271503,شابورة سافوياردي فورنوبونومي 15*200 جم,حبة
271504,حلاو شيوي كور شد حلاوة سكاكر حامضه 6*12*113جم,حبة
271505,مصاص مع سائل حامض 8*12*30جم,حبة
271506,ترافيل بسكويت 6*1كجم منوع,كيس
271507,ويفر محشو بكريمة منوع 5*1كجم,كيس
271508,كوبيكو برطمان 612.5جم*6,علبة
271509,خبز ساندويتش بر 200 جم المراعي,كيس 200جم
271510,فيرور روشية 200جم,حبة
271511,ديمة كليجا بالهيل 12*8*62 جم,حبة
271512,طحينية سمسم 160جم,حبة
271513,دبس التمر 250جم بنتي,حبة
271514,كيك التمر - سيلف - ريتاج الغلا,علبة
271515,خبز ساندويتش بالحليب 200جم,كيس
271516,حلويات صندوق الهدية اكياس * 5,كيس
271517,مكفيتز ثنز شكولا منوع 6*12*42جم,حبة
271518,رولز ويفر باونتي,حبة
271519,مياست حلوى الفول السوداني,حبة
271520,اولكر شوكو ويفر 16*12*25جم,حبة
271521,مقرمشات طرزان 5*40*15جم,حبة
271522,اوليفا شوكولاته الفول السوداني قلب 1800جم,حبة
271523,فول سوداني بيست 11 جم *24*8,باكت
271524,حلاوة بقرة 48*200جم بوكس تيسير,حبة
271525,حلاوة بقرة بوكس 8*800جم تيسير,حبة
271526,حلاوة بقرة 9*800جم كيس تيسير,حبة
271527,كيو بلس نكهه الدجاج صغير 12*50,حبة
271528,سوبر طرزان الاصلي16*6*14 جم,حبة
271529,بطاطس سلاطه عُمان كبير 75 جم *16,حبة
271530,بفك فيش فاش بنكهه الشواء 100 جم * 24,حبة
271531,معمول التمر الفاخر ( رياض ) 350 جم / منوع,حبة
27200,فواكه مجفف بالتبريد علب  شمام 40 جرام,حبة
27201,فواكه مجفف بالتبريد علب  جبن حلو 40 جرام,حبة
27202,فواكه مجفف بالتبريد علب  تين 40 جرام,حبة
27202,فواكه مجفف بالتبريد علب  تين 40 جرام,حبة
27203,فواكه مجفف بالتبريد علب  تفاح 40 جرام,حبة
27204,فواكه مجفف بالتبريد علب  خوخ40 جرام,حبة
27205,فواكه مجفف بالتبريد علب  فراولة كامله 40جرام,حبة
27206,فواكه مجفف بالتبريد علب  فراولة شرائح 40جرام,حبة
27207,فواكه مجفف بالتبريد علب  موز شرائح 40 جرام,حبة
27208,فواكه مجفف بالتبريد علب  برتقال شرائح 40جرام,حبة
27209,فواكه مجفف بالتبريد علب حبوب الذرة 60 جرام,حبة
27210,فواكه مجفف بالتبريد علب ليمون شرائح  40جرام,حبة
27211,فواكه مجفف بالتبريد علب مندرين 40جرام,حبة
27212,فواكه مجفف بالتبريد علب مانجو شرائح 40جرام,حبة
27213,فواكه مجفف بالتبريد علب توت بري 40جرام,حبة
27214,فواكه مجفف بالتبريد علب كرز 80جرام,حبة
27215,فواكه مجفف بالتبريد علب توت  شامي احمر 40جرام,حبة
27216,فواكه مجفف بالتبريد علب توت  بري اسود 40جرام,حبة
27217,فواكه مجفف بالتبريد علب برقوق 40جرام,حبة
27218,فواكه مجفف بالتبريد علب مشمش 40جرام,حبة
27222,فواكه مجففه بالتبريد,كيلو
27819,معمول فرط رقم 3,كيلو
280168,قرقعان صغير ربطه,ربطة*6
320940,رهايف كليجا بالفستق الحلبي ريتاج الغلا 8 حبات,حبة
20988,مضير فله,كيلو
28010,حلاوة حنان,حبة
280100,بازلاء خضراء دانا 400جم *24,حبة
280101,حلاوة شعر كنوزشعر كبير,حبة
280106,قطران,حبة
28011,زبدة الشياء الافريقيه,حبة
280111,كريم جليسويد كبير 400 ملي,حبة
280115,ليف الدلة -الحوت,حبة
280116,مسك ابيض سائل,حبة
280122,صبغة شعر بيجن كبير منوع,حبة
280124,كحل الاثمد,حبة
280130,شامبو كلير شعر منوع 400مل,حبة
280131,شامبو  دوف 200 م,حبة
280132,كريم فاتيكا منوع140 مل,حبة
280133,شامبو صانسيلك 190م,حبة
280134,شامبو صانسلك 400 جم منوع,حبة
280135,شب اسود,كيلو
280135,شب اسود,كيلو
280147,قرمزيه زرقاء  حمراء منوع *12,حبة
280148,حلاوى مزيل شعر شهرزاد صغير 250جم,حبة
280149,فحم وادي حلفا سلفر قلوباك*24,حبة
28015,شامبو برت بلاس 200م,حبة
280154,تانج ليمون 6* 2كجم,علبة*2جم
280155,تانج مانجو 6 * 2 كجم,علبة
280156,تانج برتقال  6 * 2 كجم,علبة
280158,صابون البابايا 5*1,حبة
280159,صابون البابايا 6*1,حبة
280161,صابون ريو80جم,حبة
280163,فانيلا كيلو,كيلو
280164,صابون مغربي 300 مل بوتيك لينا روز,حبة
280165,سلطة كوري 4*18*25جم,حبة
280167,كريم جلسوليد مرطب 80 مل,حبة
280169,سمن شوكة وملعقة ديليكو 900 جرام *12جرام,حبة
280170,سمن شوكة وملعقة ديليكو 450جرام *24,حبة
280172,رولانا 4 كجم,كيلو
280174,دقيق ابيض 10 كجم,كيس*10ك
280176,دوف كريم مرطب 150 مل منوع,حبة
280177,هيد اند شولدرز شامبو شعر 400 منوع شد12,حبة
280179,كيلي كريم تفتيح البشره تايلاندي شد 20,حبة
280180,جونسون شامبو شعر اطفال 200 مل,حبة
280181,جونسون شامبو شعر اطفال 300 مل,حبة
280182,شامبو هيد اند شولدرز شعر  200مل منوع,حبة
280183,شامبو كلير شعر 200 مل,حبة
280184,غارنيه شعر شامبو 400 مل منوع,حبة
280185,بودرة عكبر بروبليس السلمان,حبة
280188,ارز الوليمة بسمتي 5 كجم شد 8,كيس *5ك
280189,بلوندور بودرة تشقير الشعر شد 20,حبة
280191,زبدة الشيا كريم ابيض صغير,حبة
280192,بيبسي علب 24*320 مل,حبة
280193,سفن اب علب 24*320 مل,حبة
